402.511383	1
411.385681	2
419.435089	3
427.027374	4
434.367218	5
441.71814	6
449.092834	7
456.436462	8
463.790863	9
471.009003	10
478.23645	11
485.470612	12
492.759277	13
500.197571	14
507.72403	15
515.235718	16
522.977478	17
530.728088	18
538.548828	19
546.544006	20
554.629822	21
562.802673	22
571.069763	23
579.419189	24
587.892456	25
596.54541	26
605.463196	27
614.243164	28
623.27002	29
632.202332	30
641.409119	31
650.866272	32
660.339478	33
669.893616	34
679.55072	35
689.501282	36
699.172424	37
709.078552	38
719.252747	39
729.325317	40
739.499573	41
749.81311	42
760.180542	43
770.611328	44
780.9953	45
791.445618	46
802.02124	47
812.624207	48
823.230408	49
833.836121	50
844.512146	51
855.267822	52
866.035095	53
876.727844	54
887.352905	55
898.073547	56
908.730225	57
919.260803	58
929.467224	59
939.944214	60
951.454285	61
959.5495	62
962.348328	63
969.417603	64
972.716675	65
978.76709	66
988.442261	67
998.407288	68
1008.197144	69
1018.018005	70
1028.838867	71
1037.778198	72
1047.445923	73
1057.39209	74
1067.621094	75
1078.049805	76
1088.60022	77
1099.11853	78
1109.749878	79
1120.505615	80
1131.152832	81
1141.88562	82
1152.482422	83
1163.495728	84
1174.537231	85
1185.409424	86
1196.184814	87
1207.124512	88
1217.706055	89
1229.010132	90
1240.066284	91
1250.806763	92
1262.346313	93
1273.317993	94
1284.292114	95
1295.210449	96
1306.057617	97
1317.032104	98
1328.102417	99
1338.957397	100
1349.610352	101
1360.855469	102
1372.730591	103
1469.714355	104
1480.633667	105
1491.211792	106
1501.794067	107
1512.427002	108
1523.020264	109
1533.577271	110
1544.04187	111
1554.59436	112
1565.136475	113
1575.407227	114
1585.645264	115
1595.995728	116
1606.258301	117
1616.599121	118
1626.796021	119
1636.868896	120
1646.988281	121
1656.782104	122
1666.979736	123
1677.13623	124
1687.187256	125
1697.026611	126
1706.824951	127
1716.613281	128
1726.450317	129
1736.269531	130
1745.947021	131
1755.566162	132
1765.269043	133
1774.921997	134
1784.458618	135
1793.7052	136
1803.379639	137
1812.834473	138
1822.166626	139
1984.566162	140
1993.304199	141
2001.859009	142
2010.425537	143
2019.065918	144
2027.491089	145
2036.011475	146
2044.437988	147
2052.772461	148
2061.152588	149
2069.554443	150
2077.766113	151
2086.11792	152
2094.420898	153
2102.564697	154
2110.830078	155
2118.972168	156
2127.108643	157
2135.251953	158
2143.240234	159
2151.141602	160
2159.304688	161
2167.266602	162
2175.087646	163
2183.197754	164
2190.851563	165
2198.9021	166
2206.612305	167
2214.358643	168
2222.207031	169
2229.768555	170
2237.663086	171
2245.227783	172
2252.864258	173
2260.642334	174
2268.057129	175
2275.786865	176
2283.28833	177
2290.588379	178
2298.351563	179
2305.515381	180
2312.929688	181
2320.655762	182
2327.620117	183
2335.253662	184
2342.603027	185
2349.588379	186
2357.038818	187
2364.384521	188
2371.349609	189
2378.525391	190
2385.823975	191
2392.85376	192
2399.815186	193
2407.354736	194
2414.168701	195
2421.002441	196
2428.416504	197
2435.340088	198
2442.200684	199
2448.936768	200
2456.345215	201
